"district","county","subcounty","year","level","ownership","value","location_code","thematic_area"
"Kayunga","Ntenjeru","Busaana Town Council","2020","Primary","Government","9","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2020","Primary","Private","7","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2020","Secondary","Government","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2020","Secondary","Private","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2020","Tertiary","Government","0","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2020","Tertiary","Private","0","D01S07","education"
"Kayunga","Bbaale","Galiraya","2020","Primary","Government","11","D01S12","education"
"Kayunga","Bbaale","Galiraya","2020","Primary","Private","2","D01S12","education"
"Kayunga","Bbaale","Galiraya","2020","Secondary","Government","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2020","Secondary","Private","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2020","Tertiary","Government","0","D01S12","education"
"Kayunga","Bbaale","Galiraya","2020","Tertiary","Private","0","D01S12","education"
"Kayunga","Ntenjeru","Kangulumira","2020","Primary","Government","9","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2020","Primary","Private","24","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2020","Secondary","Government","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2020","Secondary","Private","3","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2020","Tertiary","Government","1","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2020","Tertiary","Private","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2020","Primary","Government","9","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2020","Primary","Private","21","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2020","Secondary","Government","1","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2020","Secondary","Private","3","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2020","Tertiary","Government","0","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2020","Tertiary","Private","0","D01S01","education"
"Kayunga","Bbaale","Kayonza","2020","Primary","Government","31","D01S10","education"
"Kayunga","Bbaale","Kayonza","2020","Primary","Private","21","D01S10","education"
"Kayunga","Bbaale","Kayonza","2020","Secondary","Government","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2020","Secondary","Private","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2020","Tertiary","Government","0","D01S10","education"
"Kayunga","Bbaale","Kayonza","2020","Tertiary","Private","0","D01S10","education"
"Kayunga","Ntenjeru","Kayunga","2020","Primary","Government","19","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2020","Primary","Private","45","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2020","Secondary","Government","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2020","Secondary","Private","5","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2020","Tertiary","Government","0","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2020","Tertiary","Private","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2020","Primary","Government","7","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2020","Primary","Private","25","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2020","Secondary","Government","2","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2020","Secondary","Private","4","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2020","Tertiary","Government","0","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2020","Tertiary","Private","0","D01S05","education"
"Kayunga","Bbaale","Kitimbwa","2020","Primary","Government","18","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2020","Primary","Private","8","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2020","Secondary","Government","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2020","Secondary","Private","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2020","Tertiary","Government","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2020","Tertiary","Private","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2020","Primary","Government","8","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2020","Primary","Private","5","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2020","Secondary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2020","Secondary","Private","3","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2020","Tertiary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2020","Tertiary","Private","0","D01S13","education"
"Kayunga","Ntenjeru","Nazigo","2020","Primary","Government","15","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2020","Primary","Private","50","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2020","Secondary","Government","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2020","Secondary","Private","5","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2020","Tertiary","Government","0","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2020","Tertiary","Private","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2020","Primary","Government","4","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2020","Primary","Private","5","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2020","Secondary","Government","1","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2020","Secondary","Private","2","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2020","Tertiary","Government","0","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2020","Tertiary","Private","0","D01S03","education"
"Kayunga","Bbaale","Bbaale","2019","Primary","Government","6","D01S09","education"
"Kayunga","Bbaale","Bbaale","2019","Primary","Private","16","D01S09","education"
"Kayunga","Bbaale","Bbaale","2019","Secondary","Government","1","D01S09","education"
"Kayunga","Bbaale","Bbaale","2019","Secondary","Private","1","D01S09","education"
"Kayunga","Bbaale","Bbaale","2019","Tertiary","Government","0","D01S09","education"
"Kayunga","Bbaale","Bbaale","2019","Tertiary","Private","0","D01S09","education"
"Kayunga","Ntenjeru","Busaana","2019","Primary","Government","21","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2019","Primary","Private","16","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2019","Secondary","Government","1","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2019","Secondary","Private","2","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2019","Tertiary","Government","0","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2019","Tertiary","Private","0","D01S08","education"
"Kayunga","Ntenjeru","Busaana Town Council","2019","Primary","Government","9","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2019","Primary","Private","6","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2019","Secondary","Government","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2019","Secondary","Private","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2019","Tertiary","Government","0","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2019","Tertiary","Private","0","D01S07","education"
"Kayunga","Bbaale","Galiraya","2019","Primary","Government","11","D01S12","education"
"Kayunga","Bbaale","Galiraya","2019","Primary","Private","2","D01S12","education"
"Kayunga","Bbaale","Galiraya","2019","Secondary","Government","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2019","Secondary","Private","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2019","Tertiary","Government","0","D01S12","education"
"Kayunga","Bbaale","Galiraya","2019","Tertiary","Private","0","D01S12","education"
"Kayunga","Ntenjeru","Kangulumira","2019","Primary","Government","9","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2019","Primary","Private","29","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2019","Secondary","Government","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2019","Secondary","Private","3","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2019","Tertiary","Government","1","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2019","Tertiary","Private","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2019","Primary","Government","9","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2019","Primary","Private","21","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2019","Secondary","Government","1","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2019","Secondary","Private","3","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2019","Tertiary","Government","0","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2019","Tertiary","Private","0","D01S01","education"
"Kayunga","Bbaale","Kayonza","2019","Primary","Government","31","D01S10","education"
"Kayunga","Bbaale","Kayonza","2019","Primary","Private","21","D01S10","education"
"Kayunga","Bbaale","Kayonza","2019","Secondary","Government","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2019","Secondary","Private","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2019","Tertiary","Government","0","D01S10","education"
"Kayunga","Bbaale","Kayonza","2019","Tertiary","Private","0","D01S10","education"
"Kayunga","Ntenjeru","Kayunga","2019","Primary","Government","19","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2019","Primary","Private","45","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2019","Secondary","Government","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2019","Secondary","Private","5","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2019","Tertiary","Government","0","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2019","Tertiary","Private","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2019","Primary","Government","7","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2019","Primary","Private","25","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2019","Secondary","Government","2","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2019","Secondary","Private","4","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2019","Tertiary","Government","0","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2019","Tertiary","Private","0","D01S05","education"
"Kayunga","Bbaale","Kitimbwa","2019","Primary","Government","18","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2019","Primary","Private","8","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2019","Secondary","Government","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2019","Secondary","Private","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2019","Tertiary","Government","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2019","Tertiary","Private","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2019","Primary","Government","8","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2019","Primary","Private","5","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2019","Secondary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2019","Secondary","Private","3","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2019","Tertiary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2019","Tertiary","Private","0","D01S13","education"
"Kayunga","Ntenjeru","Nazigo","2019","Primary","Government","15","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2019","Primary","Private","50","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2019","Secondary","Government","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2019","Secondary","Private","5","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2019","Tertiary","Government","0","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2019","Tertiary","Private","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2019","Primary","Government","4","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2019","Primary","Private","5","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2019","Secondary","Government","1","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2019","Secondary","Private","2","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2019","Tertiary","Government","0","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2019","Tertiary","Private","0","D01S03","education"
"Kayunga","Bbaale","Bbaale","2018","Primary","Government","6","D01S09","education"
"Kayunga","Bbaale","Bbaale","2018","Primary","Private","16","D01S09","education"
"Kayunga","Bbaale","Bbaale","2018","Secondary","Government","1","D01S09","education"
"Kayunga","Bbaale","Bbaale","2018","Secondary","Private","1","D01S09","education"
"Kayunga","Bbaale","Bbaale","2018","Tertiary","Government","0","D01S09","education"
"Kayunga","Bbaale","Bbaale","2018","Tertiary","Private","0","D01S09","education"
"Kayunga","Ntenjeru","Busaana","2018","Primary","Government","21","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2018","Primary","Private","16","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2018","Secondary","Government","1","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2018","Secondary","Private","2","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2018","Tertiary","Government","0","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2018","Tertiary","Private","0","D01S08","education"
"Kayunga","Ntenjeru","Busaana Town Council","2018","Primary","Government","9","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2018","Primary","Private","6","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2018","Secondary","Government","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2018","Secondary","Private","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2018","Tertiary","Government","0","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2018","Tertiary","Private","0","D01S07","education"
"Kayunga","Bbaale","Galiraya","2018","Primary","Government","11","D01S12","education"
"Kayunga","Bbaale","Galiraya","2018","Primary","Private","2","D01S12","education"
"Kayunga","Bbaale","Galiraya","2018","Secondary","Government","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2018","Secondary","Private","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2018","Tertiary","Government","0","D01S12","education"
"Kayunga","Bbaale","Galiraya","2018","Tertiary","Private","0","D01S12","education"
"Kayunga","Ntenjeru","Kangulumira","2018","Primary","Government","9","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2018","Primary","Private","29","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2018","Secondary","Government","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2018","Secondary","Private","3","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2018","Tertiary","Government","1","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2018","Tertiary","Private","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2018","Primary","Government","9","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2018","Primary","Private","21","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2018","Secondary","Government","1","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2018","Secondary","Private","3","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2018","Tertiary","Government","0","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2018","Tertiary","Private","0","D01S01","education"
"Kayunga","Bbaale","Kayonza","2018","Primary","Government","31","D01S10","education"
"Kayunga","Bbaale","Kayonza","2018","Primary","Private","21","D01S10","education"
"Kayunga","Bbaale","Kayonza","2018","Secondary","Government","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2018","Secondary","Private","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2018","Tertiary","Government","0","D01S10","education"
"Kayunga","Bbaale","Kayonza","2018","Tertiary","Private","0","D01S10","education"
"Kayunga","Ntenjeru","Kayunga","2018","Primary","Government","19","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2018","Primary","Private","45","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2018","Secondary","Government","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2018","Secondary","Private","5","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2018","Tertiary","Government","0","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2018","Tertiary","Private","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2018","Primary","Government","7","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2018","Primary","Private","25","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2018","Secondary","Government","2","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2018","Secondary","Private","4","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2018","Tertiary","Government","0","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2018","Tertiary","Private","0","D01S05","education"
"Kayunga","Bbaale","Kitimbwa","2018","Primary","Government","18","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2018","Primary","Private","8","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2018","Secondary","Government","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2018","Secondary","Private","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2018","Tertiary","Government","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2018","Tertiary","Private","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2018","Primary","Government","8","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2018","Primary","Private","5","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2018","Secondary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2018","Secondary","Private","3","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2018","Tertiary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2018","Tertiary","Private","0","D01S13","education"
"Kayunga","Ntenjeru","Nazigo","2018","Primary","Government","15","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2018","Primary","Private","50","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2018","Secondary","Government","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2018","Secondary","Private","5","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2018","Tertiary","Government","0","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2018","Tertiary","Private","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2018","Primary","Government","4","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2018","Primary","Private","5","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2018","Secondary","Government","1","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2018","Secondary","Private","2","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2018","Tertiary","Government","0","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2018","Tertiary","Private","0","D01S03","education"
"Kayunga","Bbaale","Bbaale","2017","Primary","Government","6","D01S09","education"
"Kayunga","Bbaale","Bbaale","2017","Primary","Private","16","D01S09","education"
"Kayunga","Bbaale","Bbaale","2017","Secondary","Government","1","D01S09","education"
"Kayunga","Bbaale","Bbaale","2017","Secondary","Private","1","D01S09","education"
"Kayunga","Bbaale","Bbaale","2017","Tertiary","Government","0","D01S09","education"
"Kayunga","Bbaale","Bbaale","2017","Tertiary","Private","0","D01S09","education"
"Kayunga","Ntenjeru","Busaana","2017","Primary","Government","21","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2017","Primary","Private","16","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2017","Secondary","Government","1","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2017","Secondary","Private","2","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2017","Tertiary","Government","0","D01S08","education"
"Kayunga","Ntenjeru","Busaana","2017","Tertiary","Private","0","D01S08","education"
"Kayunga","Ntenjeru","Busaana Town Council","2017","Primary","Government","9","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2017","Primary","Private","6","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2017","Secondary","Government","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2017","Secondary","Private","1","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2017","Tertiary","Government","0","D01S07","education"
"Kayunga","Ntenjeru","Busaana Town Council","2017","Tertiary","Private","0","D01S07","education"
"Kayunga","Bbaale","Galiraya","2017","Primary","Government","11","D01S12","education"
"Kayunga","Bbaale","Galiraya","2017","Primary","Private","2","D01S12","education"
"Kayunga","Bbaale","Galiraya","2017","Secondary","Government","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2017","Secondary","Private","1","D01S12","education"
"Kayunga","Bbaale","Galiraya","2017","Tertiary","Government","0","D01S12","education"
"Kayunga","Bbaale","Galiraya","2017","Tertiary","Private","0","D01S12","education"
"Kayunga","Ntenjeru","Kangulumira","2017","Primary","Government","9","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2017","Primary","Private","29","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2017","Secondary","Government","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2017","Secondary","Private","3","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2017","Tertiary","Government","1","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira","2017","Tertiary","Private","0","D01S02","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2017","Primary","Government","9","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2017","Primary","Private","21","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2017","Secondary","Government","1","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2017","Secondary","Private","3","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2017","Tertiary","Government","0","D01S01","education"
"Kayunga","Ntenjeru","Kangulumira Town Council","2017","Tertiary","Private","0","D01S01","education"
"Kayunga","Bbaale","Kayonza","2017","Primary","Government","31","D01S10","education"
"Kayunga","Bbaale","Kayonza","2017","Primary","Private","21","D01S10","education"
"Kayunga","Bbaale","Kayonza","2017","Secondary","Government","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2017","Secondary","Private","1","D01S10","education"
"Kayunga","Bbaale","Kayonza","2017","Tertiary","Government","0","D01S10","education"
"Kayunga","Bbaale","Kayonza","2017","Tertiary","Private","0","D01S10","education"
"Kayunga","Ntenjeru","Kayunga","2017","Primary","Government","19","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2017","Primary","Private","45","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2017","Secondary","Government","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2017","Secondary","Private","5","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2017","Tertiary","Government","0","D01S06","education"
"Kayunga","Ntenjeru","Kayunga","2017","Tertiary","Private","1","D01S06","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2017","Primary","Government","7","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2017","Primary","Private","25","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2017","Secondary","Government","2","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2017","Secondary","Private","4","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2017","Tertiary","Government","0","D01S05","education"
"Kayunga","Ntenjeru","Kayunga Town Council","2017","Tertiary","Private","0","D01S05","education"
"Kayunga","Bbaale","Kitimbwa","2017","Primary","Government","18","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2017","Primary","Private","8","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2017","Secondary","Government","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2017","Secondary","Private","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2017","Tertiary","Government","0","D01S11","education"
"Kayunga","Bbaale","Kitimbwa","2017","Tertiary","Private","1","D01S11","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2017","Primary","Government","8","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2017","Primary","Private","5","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2017","Secondary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2017","Secondary","Private","3","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2017","Tertiary","Government","0","D01S13","education"
"Kayunga","Bbaale","Kitimbwa Town Council","2017","Tertiary","Private","0","D01S13","education"
"Kayunga","Ntenjeru","Nazigo","2017","Primary","Government","15","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2017","Primary","Private","50","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2017","Secondary","Government","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2017","Secondary","Private","5","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2017","Tertiary","Government","0","D01S04","education"
"Kayunga","Ntenjeru","Nazigo","2017","Tertiary","Private","1","D01S04","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2017","Primary","Government","4","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2017","Primary","Private","5","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2017","Secondary","Government","1","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2017","Secondary","Private","2","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2017","Tertiary","Government","0","D01S03","education"
"Kayunga","Ntenjeru","Nazigo Town Council","2017","Tertiary","Private","0","D01S03","education"
"Masindi","Bujenje","Bikonzi","2014","Nursery","Government","0","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Nursery","Private","0","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Primary","Government","0","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Primary","Private","0","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Secondary","Government","1","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Secondary","Private","0","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Tertiary","Government","0","D02S12","education"
"Masindi","Bujenje","Bikonzi","2014","Tertiary","Private","0","D02S12","education"
"Masindi","Bujenje","Kabango Town Council","2014","Nursery","Government","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Nursery","Private","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Primary","Government","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Primary","Private","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Secondary","Government","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Secondary","Private","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Tertiary","Government","0","D02S20","education"
"Masindi","Bujenje","Kabango Town Council","2014","Tertiary","Private","1","D02S20","education"
"Masindi","Buruli","Kijunjubwa","2014","Nursery","Government","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Nursery","Private","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Primary","Government","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Primary","Private","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Secondary","Government","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Secondary","Private","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Tertiary","Government","0","D02S23","education"
"Masindi","Buruli","Kijunjubwa","2014","Tertiary","Private","0","D02S23","education"
